State/Territory/Federal Entity,Total Doses Delivered,Doses Delivered per 100K,18+ Doses Delivered per 100K,Total Doses Administered by State where Administered,Doses Administered per 100k by State where Administered,18+ Doses Administered by State where Administered,18+ Doses Administered per 100K by State where Administered,People with at least One Dose by State of Residence,Percent of Total Pop with at least One Dose by State of Residence,People 18+ with at least One Dose by State of Residence,Percent of 18+ Pop with at least One Dose by State of Residence,People Fully Vaccinated by State of Residence,Percent of Total Pop Fully Vaccinated by State of Residence,People 18+ Fully Vaccinated by State of Residence,Percent of 18+ Pop Fully Vaccinated by State of Residence,Total Number of Pfizer doses delivered,Total Number of Moderna doses delivered,Total Number of Janssen doses delivered,Total Number of doses from Other manufacturer delivered,Total Number of Janssen doses administered,Total Number of Moderna doses administered,Total Number of Pfizer doses adminstered,Total Number of doses from Other manufacturer administered,People Fully Vaccinated Moderna Resident,People Fully Vaccinated Pfizer Resident,People Fully Vaccinated Janssen Resident,People Fully Vaccinated Other 2-dose manufacturer Resident,People 18+ Fully Vaccinated Moderna Resident,People 18+ Fully Vaccinated Pfizer Resident,People 18+ Fully Vaccinated Janssen Resident,People 18+ Fully Vaccinated Other 2-dose manufacturer Resident,People with 2 Doses by State of Residence,Percent of Total Pop with 1+ Doses by State of Residence,People 18+ with 1+ Doses by State of Residence,Percent of 18+ Pop with 1+ Doses by State of Residence,Percent of Total Pop with 2 Doses by State of Residence,People 18+ with 2 Doses by State of Residence,Percent of 18+ Pop with 2 Doses by State of Residence,People with 1+ Doses by State of Residence,People 65+ with at least One Dose by State of Residence,Percent of 65+ Pop with at least One Dose by State of Residence,People 65+ Fully Vaccinated by State of Residence,Percent of 65+ Pop Fully Vaccinated by State of Residence,People 65+ Fully Vaccinated_Moderna_Resident,People 65+ Fully Vaccinated_Pfizer_Resident,People 65+ Fully Vaccinated_Janssen_Resident,People 65+ Fully Vaccinated_Other 2-dose Manuf_Resident,65+ Doses Administered by State where Administered,Doses Administered per 100k of 65+ pop by State where Administered,Doses Delivered per 100k of 65+ pop,People 12+ with at least One Dose by State of Residence,Percent of 12+ Pop with at least One Dose by State of Residence,People 12+ Fully Vaccinated by State of Residence,Percent of 12+ Pop Fully Vaccinated by State of Residence,People 12+ Fully Vaccinated_Moderna_Resident,People 12+ Fully Vaccinated_Pfizer_Resident,People 12+ Fully Vaccinated_Janssen_Resident,People 12+ Fully Vaccinated_Other 2-dose Manuf_Resident,12+ Doses Administered by State where Administered,Doses Administered per 100k of 12+ pop by State where Administered,Doses Delivered per 100k of 12+ pop,People 5+ with at least One Dose by State of Residence,Percent of 5+ Pop with at least One Dose by State of Residence,People 5+ Fully Vaccinated by State of Residence,Percent of 5+ Pop Fully Vaccinated by State of Residence,People 5+ Fully Vaccinated_Moderna_Resident,People 5+ Fully Vaccinated_Pfizer_Resident,People 5+ Fully Vaccinated_Janssen_Resident,People 5+ Fully Vaccinated_Other 2-dose Manuf_Resident,5+ Doses Administered by State where Administered,Doses Administered per 100k of 5+ pop  by State where Administered,Doses Delivered per 100k of 5+ pop,People who have received a booster dose,Percent of fully vaccinated people with booster doses,People 12+ who have received a booster dose,Percent of fully vaccinated people 12+ with booster doses,People 18+ who have received a booster dose,Percent of fully vaccinated people 18+ with booster doses,People 65+ who have received a booster dose,Percent of fully vaccinated people 65+ with booster doses,People with Moderna booster dose,People with Pfizer booster dose,People with Janssen booster dose,People with booster dose of an Other manufacturer,Total Count People w/Booster Primary Pfizer Minus TX,Total Count People w/Booster Primary Moderna Minus TX,Total Count People w/Booster Primary J&J Minus TX,Total Count People w/Booster Primary Other Minus TX,Total Count People w/Booster Booster Pfizer Minus TX,Total Count People w/Booster Booster Moderna Minus TX,Total Count People w/Booster Booster J&J Minus TX,Total Count People w/Booster Booster Other Minus TX,Count People Primary Pfizer Booster Pfizer,Count People Primary Pfizer Booster Moderna,Count People Primary Pfizer Booster J&J,Count People Primary Pfizer Booster Uknown,Count People Primary Moderna Booster Pfizer,Count People Primary Moderna Booster Moderna,Count People Primary Moderna Booster J&J,Count People Primary Moderna Booster Uknown,Count People Primary J&J Booster Pfizer,Count People Primary J&J Booster Moderna,Count People Primary J&J Booster J&J,Count People Primary J&J Booster Other,Count People Primary Other Booster Pfizer,Count People Primary Other Booster Moderna,Count People Primary Other Booster J&J,Count People Primary Other Booster Other,Percent People Primary Pfizer Booster Pfizer,Percent People Primary Pfizer Booster Moderna,Percent People Primary Pfizer Booster J&J,Percent People Primary Pfizer Booster Other,Percent People Primary Moderna Booster Pfizer,Percent People Primary Moderna Booster Moderna,Percent People Primary Moderna Booster J&J,Percent People Primary Moderna Booster Other,Percent People Primary J&J Booster Pfizer,Percent People Primary J&J Booster Moderna,Percent People Primary J&J Booster J&J,Percent People Primary J&J Booster Other,Percent People Primary Other Booster Pfizer,Percent People Primary Other Booster Moderna,Percent People Primary Other Booster J&J,Percent People Primary Other Booster Uknown
Indian Health Svc,2717195,130458,N/A,2132608,102391,1893685,N/A,1065839,51.2,934780,N/A,843465,40.5,743849,N/A,1397715,1216280,103200,0,39232,1007723,1085485,168,386367,419656,37436,6,386030,320445,37368,6,N/A,51.2,N/A,N/A,38.9,711349,0,1065839,175647,0,137789,0,77717,56635,3436,1,381299,0,0,1024528,0,816338,0,386282,392638,37412,6,2064079,0,0,1065492,0,843316,0,386296,419601,37413,6,2132083,0,0,238662,28.3,238618,29.2,230798,31,65040,47.2,116378,120514,1652,118,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Illinois,25373735,200237,257498,21326905,168302,19154531,194384,9552577,75.4,8433379,85.6,8404510,66.3,7469195,75.8,15504515,8715220,1154000,0,669190,7607813,13021920,27982,2758213,5018478,619049,8770,2750502,4093724,616416,8553,N/A,75.4,N/A,85.6,63.2,7080567,71.9,9552577,1961047,95,1781850,87.2,793036,901236,83866,3712,4989403,244192,1241840,9118901,84.1,8073508,74.5,2758096,4687656,618992,8764,20558133,189689,234122,9550116,80.1,8404039,70.5,2758115,5018164,618995,8765,21324020,178819,212780,4010982,47.7,4010599,49.7,3882351,52,1321058,74.1,1664610,2295584,49540,1248,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Indiana,12174180,180835,235740,9056681,134527,8341286,161520,4046669,60.1,3665368,71,3593956,53.4,3302669,64,7394480,4195100,584600,0,299986,3282287,5445620,28788,1232584,2075727,277547,8098,1232219,1785253,277247,7950,N/A,60.1,N/A,71,50.5,3108716,60.2,4046669,998655,92,934096,86,456937,442511,30833,3815,2588063,238368,1121280,3916245,68.6,3514953,61.6,1232547,1996819,277520,8067,8849168,155111,213393,4046337,64.1,3593905,56.9,1232575,2075701,277531,8098,9056325,143435,192816,1544868,43,1542977,43.9,1503142,45.5,614417,65.8,608654,915207,20129,878,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kansas,5583735,191663,252308,4340573,148991,3932222,177682,2117381,72.7,1898990,85.8,1727179,59.3,1555659,70.3,3215775,2114660,253300,0,133775,1653811,2549289,3698,618812,983449,124245,673,618413,812553,124114,579,N/A,72.7,N/A,85.8,56.2,1466533,66.3,2117381,522496,95,422938,88.9,201023,203144,18501,270,1184455,249104,1174320,2041913,83.3,1674768,68.3,618781,931100,124224,663,4213264,171851,227750,2117232,77.6,1727159,63.3,618804,983442,124240,673,4340405,159107,204684,690904,40,690825,41.2,670919,43.1,268213,63.4,301388,379413,9927,176,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kentucky,8126335,181892,234540,6218580,139191,5744286,165790,2893250,64.8,2641852,76.2,2493834,55.8,2289239,66.1,4458075,3290760,377500,0,230662,2563582,3422070,2266,958977,1325858,207325,1674,958601,1121884,207171,1583,N/A,64.8,N/A,76.2,52.5,2142692,61.8,2893250,720034,95,638400,85.1,291663,307329,38609,799,1735442,231218,1082700,2810982,73.9,2433837,63.9,958859,1266020,207292,1666,6075264,159616,213504,2892825,69,2493784,59.4,958966,1325843,207302,1673,6217435,148208,193712,1040472,41.7,1040399,42.7,1019198,44.5,419567,65.7,472457,545842,22028,145,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Louisiana,7575690,162960,212731,5952024,128034,5554102,155963,2771991,59.6,2548643,71.6,2414532,51.9,2248431,63.1,4267570,2989620,318500,0,193252,2443397,3312380,2995,944307,1292981,176182,1062,943761,1127646,175980,1044,N/A,59.6,N/A,71.6,49.1,2116516,59.4,2771991,672692,90.8,632896,85.4,300990,309366,22330,210,1697719,229105,1022330,2714400,69.2,2381910,60.7,944274,1260428,176151,1057,5862711,149432,193094,2771743,63.8,2414459,55.5,944292,1292944,176162,1061,5951707,136905,174261,886820,36.7,886746,37.2,874739,38.9,389076,61.5,393658,480750,12337,75,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Massachusetts,15762250,228687,284532,13992215,203006,12601498,227476,6565040,95,5841238,95,5282391,76.6,4702359,84.9,9255890,5900260,606100,0,396573,5502325,8092887,430,1865862,3038663,377670,196,1860496,2465275,376416,172,N/A,95,N/A,95,73.3,4476141,80.8,6565040,1379740,95,1092134,93.4,493876,524160,74027,71,3143425,268822,1347970,6277687,95,5063768,84.2,1865825,2820110,377641,192,13485053,224125,261973,6563658,95,5282215,80.8,1865853,3038502,377665,195,13990715,214084,241192,2533012,48,2532796,50,2440434,51.9,746622,68.4,1206276,1302018,24704,14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maryland,14576190,241101,309408,11238256,185889,10043152,213185,5073760,83.9,4468355,94.8,4405582,72.9,3900029,82.8,9049170,4928020,599000,0,356203,4088915,6777272,15866,1481826,2598612,321112,4032,1481214,2094330,320749,3736,N/A,83.9,N/A,94.8,69.9,3721758,79,5073760,990072,95,892013,93,426418,409715,54765,1115,2487994,259329,1519310,4847421,93.9,4231439,82,1481742,2424765,320953,3979,10836263,209888,282326,5073063,89.3,4405466,77.5,1481793,2598569,321074,4030,11237446,197712,256454,2060531,46.8,2060176,48.7,1979871,50.8,642168,72,879046,1147926,33037,522,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maine,3112450,231545,284146,2665572,198300,2442233,222960,1192425,88.7,1082535,95,1044290,77.7,947540,86.5,1745530,1215120,151800,0,141820,1088520,1432041,3191,376624,536271,130685,710,376544,439741,130605,650,N/A,88.7,N/A,95,71.6,865721,79,1192425,322502,95,279820,95,127415,127583,24573,249,793165,278045,1091070,1149108,95,1007687,85,376604,499713,130663,707,2585538,218201,262668,1192287,93.1,1044257,81.5,376617,536264,130666,710,2665422,208126,243032,547511,52.4,547457,54.3,531834,56.1,208403,74.5,255034,281597,10312,568,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Marshall Islands,75580,97220,159019,49506,63681,45784,96329,26556,34.2,24495,51.5,23203,29.8,21698,45.7,12780,50700,12100,0,2607,43076,3821,2,19048,1564,2590,1,19012,104,2581,1,N/A,34.2,N/A,51.5,26.5,19142,40.3,26556,1397,37.4,1236,33.1,1121,1,114,0,2733,73232,2025190,26294,45.8,23144,40.3,19040,1516,2587,1,49181,85727,131744,26544,38.4,23196,33.5,19043,1563,2589,1,49488,71517,109223,2011,8.7,2011,8.7,2008,9.3,207,16.7,1990,13,8,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Michigan,19365520,193910,246917,14789947,148094,13608742,173516,6526453,65.4,5927247,75.6,5829606,58.4,5317456,67.8,10949500,7494620,921400,0,456644,5777067,8554182,2054,2122332,3291329,414890,1055,2121551,2780373,414567,965,N/A,65.4,N/A,75.6,55.7,5054831,64.5,6526453,1683727,95,1534680,86.9,766760,696637,70700,583,4247916,240620,1096950,6308122,73.4,5657265,65.8,2122269,3119086,414861,1049,14400383,167544,225311,6526005,69.3,5829550,61.9,2122310,3291310,414876,1054,14789467,156994,205570,2852416,48.9,2852206,50.4,2784572,52.4,1112214,72.5,1249189,1558100,45038,89,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Minnesota,11671670,206958,269151,9723042,172406,8734946,201430,4157649,73.7,3664996,84.5,3792876,67.3,3363750,77.6,7096010,4077460,498200,0,352339,3546815,5820110,3778,1281237,2185214,325081,1344,1278924,1758984,324552,1290,N/A,73.7,N/A,84.5,64.4,3202673,73.9,4157649,935959,95,875592,95,368582,456250,50429,331,2475057,268916,1268130,3950096,82.7,3629275,76,1281185,2021699,325063,1328,9353286,195754,244275,4156320,78.6,3792677,71.7,1281229,2185042,325066,1340,9721539,183841,220720,2064701,54.4,2064506,56.9,1998622,59.4,700860,80,837036,1199655,27720,290,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Missouri,10699105,174326,224448,8526201,138921,7852376,164729,3975864,64.8,3616811,75.9,3345153,54.5,3060873,64.2,6329405,3950500,419200,0,245094,3087356,5191441,2310,1143367,1967429,233699,658,1142879,1684094,233436,464,N/A,64.8,N/A,75.9,51.9,2899107,60.8,3975864,1009089,95,880997,83,401414,439552,39867,164,2448232,230522,1007410,3853057,73.6,3259537,62.3,1143349,1881881,233668,639,8317511,158861,204348,3975520,68.9,3345112,58,1143355,1967419,233683,655,8525852,147778,185447,1331187,39.8,1331085,40.8,1300487,42.5,555638,63.1,546119,768686,16325,57,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Northern Mariana Islands,119530,230526,331337,103299,199223,84388,233924,44684,86.2,35083,95,42210,81.4,33547,93,91410,24720,3400,0,1281,14230,87788,0,5132,35952,1126,0,5131,27290,1126,0,N/A,86.2,N/A,95,79.8,32704,90.7,44684,3174,84.5,3074,81.9,495,2463,116,0,8252,219819,3184070,40399,95,38578,91.2,5132,32320,1126,0,95378,225533,282644,44680,92.9,42210,87.8,5132,35952,1126,0,103295,214742,248493,17523,41.5,17522,45.4,16871,50.3,2124,69.1,3570,13795,158,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mississippi,5093815,171155,223652,3695763,124179,3433972,150774,1733827,58.3,1589121,69.8,1496355,50.3,1383857,60.8,2862255,2010560,221000,0,90172,1491419,2111677,2495,574551,837058,83845,901,574200,725037,83748,872,N/A,58.3,N/A,69.8,48.2,1322431,58.1,1733827,442197,90.9,404129,83,205131,180957,17617,424,1087752,223499,1046620,1697653,67.3,1472601,58.4,574536,813334,83830,901,3635344,144178,202021,1733673,62.1,1496324,53.6,574543,837046,83834,901,3695593,132332,182399,520330,34.8,520284,35.3,513255,37.1,239514,59.3,244582,267679,7647,422,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Montana,1841755,172323,219207,1511405,141414,1398324,166429,683166,63.9,623056,74.2,591906,55.4,543855,64.7,985295,752760,103700,0,59373,638001,812070,1961,233316,304226,53908,456,233177,256398,53834,446,N/A,63.9,N/A,74.2,51.8,505106,60.1,683166,194731,94.3,175207,84.9,84168,80832,9992,215,486439,235636,892163,661673,72.1,576623,62.8,233293,288974,53901,455,1474589,160701,200715,683050,67.8,591878,58.7,233300,304219,53903,456,1511252,149982,182782,266987,45.1,266963,46.3,262201,48.2,118210,67.5,126264,135668,4736,319,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
North Carolina,20279700,193359,247695,15808640,150730,14450164,176493,8518947,81.2,7765072,94.8,6147064,58.6,5590443,68.3,11854240,7513560,911900,0,503355,5899271,9405094,920,2139135,3532730,475055,144,2136031,2980665,473607,140,N/A,81.2,N/A,94.8,54.9,5200824,63.5,8518947,2145171,95,1495300,85.4,718640,722444,54151,65,4211236,240492,1158120,8264861,92,5973580,66.5,2139025,3359383,475029,143,15372702,171083,225693,8517470,86.2,6146703,62.2,2139092,3532430,475038,143,15806838,160016,205295,1488670,24.2,1488573,24.9,1450661,25.9,567236,37.9,656210,806279,26163,18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
North Dakota,1282960,168354,220481,1053584,138254,970828,166840,488429,64.1,445869,76.6,411911,54.1,377675,64.9,741580,489080,52300,0,39158,398111,615992,323,143735,231996,36172,8,143524,198122,36021,8,N/A,64.1,N/A,76.6,50.7,352134,60.5,488429,120341,95,101924,85,48001,49561,4359,3,290088,242053,1070520,472270,74.1,400018,62.8,143729,220115,36166,8,1022634,160477,201329,488289,69,411886,58.2,143731,231979,36168,8,1053414,148795,181219,164074,39.8,164067,41,162413,43,68621,67.3,73991,87644,2432,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nebraska,3670990,189773,251725,3026209,156441,2739278,187836,1331508,68.8,1184832,81.2,1194784,61.8,1070507,73.4,2248830,1273060,149100,0,91998,1093586,1834735,5890,409116,697220,86928,1520,408916,573306,86842,1443,N/A,68.8,N/A,81.2,59,1018042,69.8,1331508,306081,95,284125,90.9,138141,138168,6919,897,811018,259561,1174880,1278551,79,1154016,71.3,409080,656521,86906,1509,2932010,181278,226967,1331242,73.8,1194728,66.2,409096,697199,86913,1520,3025878,167775,203545,563229,47.1,563161,48.8,546411,51,207759,73.1,221388,335523,6000,318,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
New Hampshire,3181730,234000,288081,2575708,189431,2356969,213405,1442967,95,1328276,95,938039,69,859515,77.8,1890990,1119740,171000,0,113072,962337,1500212,87,339213,515141,83590,95,338949,436945,83532,89,N/A,95,N/A,95,63.9,789960,71.5,1442967,412109,95,236420,93.1,97756,121290,17333,41,691176,272262,1253320,1404051,95,914616,76.3,339106,491852,83563,95,2513381,209698,265461,1442014,95,937819,72.4,339108,515052,83564,95,2574503,198636,245487,184488,19.7,184474,20.2,178535,20.8,54943,23.2,85421,94737,4319,11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
New Jersey,20358075,229201,293191,16168907,182037,14587427,210084,7801386,87.8,6969833,95,6497450,73.2,5814379,83.7,12209175,7217200,931700,0,555637,6127931,9483670,1669,2259007,3732323,505374,746,2258247,3050411,505012,709,N/A,87.8,N/A,95,69.3,5476907,78.9,7801386,1589480,95,1338756,90.7,622519,623541,92490,206,3645933,247092,1379710,7510441,95,6280359,82.4,2258930,3515417,505277,735,15668057,205661,267223,7800231,93.2,6497326,77.6,2258974,3732293,505314,745,16167732,193221,243299,2781275,42.8,2780840,44.3,2690023,46.3,864515,64.6,1208501,1515328,57402,44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
New Mexico,4142785,197574,255571,3671518,175099,3312223,204333,1778068,84.8,1573791,95,1437582,68.6,1281468,79.1,2358045,1599140,185600,0,115306,1494585,2053661,7966,548588,779435,107459,2100,548157,623945,107301,2065,N/A,84.8,N/A,95,65.2,1210391,74.7,1778068,416693,95,347611,92.1,162955,162423,21185,1048,952652,252287,1097120,1706002,95,1390141,77.8,548545,732058,107441,2097,3558737,199098,231773,1777861,90,1437529,72.8,548572,779408,107450,2099,3671290,185809,209672,665904,46.3,665811,47.9,642529,50.1,231190,66.5,281179,374772,9824,129,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nevada,5506190,178763,230624,4608637,149623,4238645,177534,2252435,73.1,2048259,85.8,1807495,58.7,1657090,69.4,3379210,1869980,257000,0,182024,1593663,2832434,516,591861,1045564,170015,55,591755,895315,169967,53,N/A,73.1,N/A,85.8,54.4,1526462,63.9,2252435,494896,95,408309,82.3,187921,194414,25944,30,1136334,229113,1110180,2195713,83.7,1769651,67.5,591856,1007729,170011,55,4512871,172129,210015,2252360,77.8,1807481,62.4,591856,1045558,170012,55,4608549,159213,190224,648403,35.9,648380,36.6,635102,38.3,245214,60.1,268999,368142,11262,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
New York State,42683135,219410,276709,36904079,189703,33665218,218247,17086210,87.8,15405500,95,14473548,74.4,13076180,84.8,25989975,14852160,1841000,0,1395212,13415992,22074810,18065,4888795,8346611,1233228,4914,4886045,6953636,1232144,4355,N/A,87.8,N/A,95,70,12224772,79.3,17086210,3427667,95,2951048,89.5,1392403,1370990,185938,1717,8233428,249790,1294940,16482564,95,14014685,83.6,4888159,7888750,1233030,4746,35841684,213684,254472,17084171,93.2,14473116,79,4888675,8346431,1233118,4892,36901513,201355,232903,5969372,41.2,5968473,42.6,5804346,44.4,1909567,64.7,2601932,3265637,101464,339,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ohio,21407195,183138,234958,16978008,145246,15647419,171741,7299318,62.4,6631865,72.8,6659155,57,6085044,66.8,12500515,7941580,965100,0,613059,6474036,9871298,19615,2352085,3757951,543965,5154,2351466,3184837,543710,5031,N/A,62.4,N/A,72.8,54,5743551,63,7299318,1883961,92.1,1776007,86.8,801525,880992,90994,2496,4946268,241715,1046130,7058990,70.6,6466157,64.7,2352066,3564991,543952,5148,16539230,165381,214057,7298997,66.4,6659124,60.5,2352078,3757934,543958,5154,16977677,154367,194641,3295584,49.5,3295065,51,3215737,52.8,1285024,72.4,1414036,1825010,55949,589,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
