State/Territory/Federal Entity,Total Doses Delivered,Doses Delivered per 100K,18+ Doses Delivered per 100K,Total Doses Administered by State where Administered,Doses Administered per 100k by State where Administered,18+ Doses Administered by State where Administered,18+ Doses Administered per 100K by State where Administered,People with at least One Dose by State of Residence,Percent of Total Pop with at least One Dose by State of Residence,People 18+ with at least One Dose by State of Residence,Percent of 18+ Pop with at least One Dose by State of Residence,People Fully Vaccinated by State of Residence,Percent of Total Pop Fully Vaccinated by State of Residence,People 18+ Fully Vaccinated by State of Residence,Percent of 18+ Pop Fully Vaccinated by State of Residence,Total Number of Pfizer doses delivered,Total Number of Moderna doses delivered,Total Number of Janssen doses delivered,Total Number of doses from Other manufacturer delivered,Total Number of Janssen doses administered,Total Number of Moderna doses administered,Total Number of Pfizer doses adminstered,Total Number of doses from Other manufacturer administered,People Fully Vaccinated Moderna Resident,People Fully Vaccinated Pfizer Resident,People Fully Vaccinated Janssen Resident,People Fully Vaccinated Other 2-dose manufacturer Resident,People 18+ Fully Vaccinated Moderna Resident,People 18+ Fully Vaccinated Pfizer Resident,People 18+ Fully Vaccinated Janssen Resident,People 18+ Fully Vaccinated Other 2-dose manufacturer Resident,People with 2 Doses by State of Residence,Percent of Total Pop with 1+ Doses by State of Residence,People 18+ with 1+ Doses by State of Residence,Percent of 18+ Pop with 1+ Doses by State of Residence,Percent of Total Pop with 2 Doses by State of Residence,People 18+ with 2 Doses by State of Residence,Percent of 18+ Pop with 2 Doses by State of Residence,People with 1+ Doses by State of Residence,People 65+ with at least One Dose by State of Residence,Percent of 65+ Pop with at least One Dose by State of Residence,People 65+ Fully Vaccinated by State of Residence,Percent of 65+ Pop Fully Vaccinated by State of Residence,People 65+ Fully Vaccinated_Moderna_Resident,People 65+ Fully Vaccinated_Pfizer_Resident,People 65+ Fully Vaccinated_Janssen_Resident,People 65+ Fully Vaccinated_Other 2-dose Manuf_Resident,65+ Doses Administered by State where Administered,Doses Administered per 100k of 65+ pop by State where Administered,Doses Delivered per 100k of 65+ pop,People 12+ with at least One Dose by State of Residence,Percent of 12+ Pop with at least One Dose by State of Residence,People 12+ Fully Vaccinated by State of Residence,Percent of 12+ Pop Fully Vaccinated by State of Residence,People 12+ Fully Vaccinated_Moderna_Resident,People 12+ Fully Vaccinated_Pfizer_Resident,People 12+ Fully Vaccinated_Janssen_Resident,People 12+ Fully Vaccinated_Other 2-dose Manuf_Resident,12+ Doses Administered by State where Administered,Doses Administered per 100k of 12+ pop by State where Administered,Doses Delivered per 100k of 12+ pop,People 5+ with at least One Dose by State of Residence,Percent of 5+ Pop with at least One Dose by State of Residence,People 5+ Fully Vaccinated by State of Residence,Percent of 5+ Pop Fully Vaccinated by State of Residence,People 5+ Fully Vaccinated_Moderna_Resident,People 5+ Fully Vaccinated_Pfizer_Resident,People 5+ Fully Vaccinated_Janssen_Resident,People 5+ Fully Vaccinated_Other 2-dose Manuf_Resident,5+ Doses Administered by State where Administered,Doses Administered per 100k of 5+ pop  by State where Administered,Doses Delivered per 100k of 5+ pop,People who have received a booster dose,Percent of fully vaccinated people with booster doses,People 18+ who have received a booster dose,Percent of fully vaccinated people 18+ with booster doses,People 50+ who have received a booster dose,Percent of fully vaccinated people 50+ with booster doses,People 65+ who have received a booster dose,Percent of fully vaccinated people 65+ with booster doses,People with Moderna booster dose,People with Pfizer booster dose,People with Janssen booster dose,People with booster dose of an Other manufacturer,Total Count People w/Booster Primary Pfizer Minus TX,Total Count People w/Booster Primary Moderna Minus TX,Total Count People w/Booster Primary J&J Minus TX,Total Count People w/Booster Primary Other Minus TX,Total Count People w/Booster Booster Pfizer Minus TX,Total Count People w/Booster Booster Moderna Minus TX,Total Count People w/Booster Booster J&J Minus TX,Total Count People w/Booster Booster Other Minus TX,Count People Primary Pfizer Booster Pfizer,Count People Primary Pfizer Booster Moderna,Count People Primary Pfizer Booster J&J,Count People Primary Pfizer Booster Uknown,Count People Primary Moderna Booster Pfizer,Count People Primary Moderna Booster Moderna,Count People Primary Moderna Booster J&J,Count People Primary Moderna Booster Uknown,Count People Primary J&J Booster Pfizer,Count People Primary J&J Booster Moderna,Count People Primary J&J Booster J&J,Count People Primary J&J Booster Other,Count People Primary Other Booster Pfizer,Count People Primary Other Booster Moderna,Count People Primary Other Booster J&J,Count People Primary Other Booster Other,Percent People Primary Pfizer Booster Pfizer,Percent People Primary Pfizer Booster Moderna,Percent People Primary Pfizer Booster J&J,Percent People Primary Pfizer Booster Other,Percent People Primary Moderna Booster Pfizer,Percent People Primary Moderna Booster Moderna,Percent People Primary Moderna Booster J&J,Percent People Primary Moderna Booster Other,Percent People Primary J&J Booster Pfizer,Percent People Primary J&J Booster Moderna,Percent People Primary J&J Booster J&J,Percent People Primary J&J Booster Other,Percent People Primary Other Booster Pfizer,Percent People Primary Other Booster Moderna,Percent People Primary Other Booster J&J,Percent People Primary Other Booster Uknown
Indian Health Svc,2595635,124622,N/A,2045894,98227,1834488,N/A,1034896,49.7,915554,N/A,824514,39.6,734844,N/A,1308315,1185220,102100,0,38137,976188,1031401,168,381809,405925,36774,6,381481,316648,36709,6,N/A,49.7,N/A,N/A,38,701632,0,1034896,173169,0,136890,0,77124,56368,3397,1,372986,0,0,1001685,0,805108,0,381727,386624,36751,6,1993202,0,0,1034576,0,824368,0,381738,405872,36752,6,2045400,0,0,201364,24.4,199347,27.1,127775,35.9,60101,43.9,99440,100585,1221,118,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Illinois,23954195,189035,243092,20157561,159074,18291238,185623,9231385,72.8,8223256,83.5,8181688,64.6,7350667,74.6,14467735,8346360,1140100,0,652447,7280476,12198102,26536,2729544,4836454,607319,8371,2721838,4015945,604714,8170,N/A,72.8,N/A,83.5,61.2,6930249,70.3,9231385,1947580,95,1772966,86.8,789711,896334,83295,3626,4879667,238821,1172370,8871476,81.9,7929921,73.2,2729429,4584862,607260,8370,19542141,180315,221024,9230735,77.4,8181480,68.6,2729446,4836400,607263,8371,20156780,169031,200876,3345152,40.9,3310636,45,2172064,58.2,1233783,69.6,1426505,1875360,42290,997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Indiana,11315820,168085,219119,8616020,127982,8000205,154915,3924064,58.3,3581211,69.3,3515632,52.2,3257013,63.1,6747540,3994380,573900,0,293351,3153478,5141517,27674,1219782,2015424,272514,7912,1219442,1757555,272222,7794,N/A,58.3,N/A,69.3,49.2,3051910,59.1,3924064,990662,91.2,930114,85.7,455339,440459,30536,3780,2524648,232527,1042220,3820286,67,3461014,60.7,1219755,1960879,272488,7892,8459069,148274,198348,3923829,62.1,3515587,55.7,1219773,2015404,272498,7912,8615744,136457,179221,1292843,36.8,1281075,39.3,923861,50.4,564035,60.6,519384,755346,17483,630,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kansas,5287535,181496,238924,4139928,142104,3782820,170931,2038378,70,1840715,83.2,1671918,57.4,1519997,68.7,3014735,2023500,249300,0,129130,1594496,2412861,3441,608408,944522,118364,624,608034,793188,118234,541,N/A,70,N/A,83.2,54.3,1429719,64.6,2038378,516222,95,420019,88.3,199946,201626,18191,256,1157771,243492,1112030,1976123,80.6,1633352,66.6,608390,906000,118344,618,4039119,164748,215668,2038249,74.7,1671899,61.3,608400,944516,118359,624,4139789,151753,193826,589819,35.3,583718,38.4,407492,50.1,249817,59.5,262994,318160,8530,135,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kentucky,7673385,171754,221467,5980130,133853,5557108,160387,2813141,63,2580917,74.5,2437132,54.6,2251778,65,4160085,3143100,370200,0,225607,2478933,3273453,2137,945440,1286637,203459,1596,945089,1101854,203315,1520,N/A,63,N/A,74.5,51.1,2098839,60.6,2813141,712755,95,634673,84.6,289962,305643,38284,784,1702086,226774,1022350,2743119,72.1,2390813,62.8,945336,1240458,203428,1591,5863297,154047,201604,2812784,67,2437086,58.1,945431,1286623,203437,1595,5979056,142526,182915,908094,37.3,901982,40.1,656651,51.9,394516,62.2,417134,471445,19401,114,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Louisiana,7198860,154854,202149,5728450,123224,5378774,151040,2693088,57.9,2491805,70,2351850,50.6,2206671,62,4011680,2872280,314900,0,187867,2363352,3174355,2876,929630,1250787,170404,1029,929111,1106327,170218,1015,N/A,57.9,N/A,70,47.7,2072689,58.2,2693088,667032,90,629592,85,299189,308020,22175,208,1661350,224197,971477,2649984,67.5,2333438,59.5,929604,1232431,170377,1026,5667556,144458,183489,2692876,61.9,2351787,54.1,929616,1250758,170384,1029,5728177,131763,165593,767496,32.6,763191,34.6,577813,46.3,358511,56.9,338239,418832,10396,29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Massachusetts,14986740,217435,270533,13231880,191975,12024054,217052,6316365,91.6,5656747,95,5171673,75,4643254,83.8,8717240,5669300,600200,0,388247,5223957,7619251,425,1841496,2958435,371564,178,1836142,2436635,370318,159,N/A,91.6,N/A,95,71.5,4400984,79.4,6316365,1362241,95,1086784,92.9,491501,521772,73445,66,3074002,262885,1281650,6068460,95,4992523,83,1841460,2779349,371537,177,12804509,212815,249084,6316160,95,5171645,79.1,1841487,2958421,371559,178,13231724,202470,229325,2115081,40.9,2090293,45,1298821,55.6,698620,64.3,1034824,1058702,21547,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maryland,13586620,224733,288402,10595112,175251,9575770,203264,4903131,81.1,4355718,92.5,4279315,70.8,3835888,81.4,8288000,4707720,590900,0,348507,3899913,6332047,14645,1459770,2500421,315333,3791,1459214,2058113,315000,3561,N/A,81.1,N/A,92.5,67.6,3643459,77.3,4903131,981996,95,888038,92.6,423848,408738,54391,1061,2423158,252571,1416160,4717946,91.4,4153729,80.5,1459708,2375064,315196,3761,10283639,199184,263159,4902585,86.3,4279204,75.3,1459738,2500382,315295,3789,10594474,186400,239044,1700480,39.7,1676768,43.7,1097893,56.8,597292,67.3,749365,921480,29328,307,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maine,2966480,220685,270820,2552250,189870,2352243,214744,1163953,86.6,1060048,95,1025195,76.3,935278,85.4,1649740,1166040,150700,0,139514,1045943,1363881,2912,372710,522899,128987,599,372631,433189,128908,550,N/A,86.6,N/A,95,69.7,847692,77.4,1163953,320073,95,278710,95,126917,127095,24462,236,780618,273647,1039900,1124469,94.9,993745,83.9,372691,491491,128965,598,2481050,209383,250349,1163831,90.9,1025163,80,372703,522893,128968,599,2552116,199279,231634,476411,46.5,471654,50.4,339279,62.3,199191,71.5,226282,240245,9327,557,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Marshall Islands,68980,88731,145132,48690,62631,45196,95091,26251,33.8,24361,51.3,23060,29.7,21611,45.5,9180,47700,12100,0,2581,42521,3586,2,18987,1505,2567,1,18951,101,2558,1,N/A,33.8,N/A,51.3,26.4,19068,40.1,26251,1386,37.1,1235,33.1,1121,1,113,0,2683,71892,1848340,26100,45.5,23014,40.1,18979,1470,2564,1,48490,84523,120239,26239,37.9,23053,33.3,18982,1504,2566,1,48672,70337,99685,1609,7,1606,7.4,642,12.4,168,13.6,1594,10,5,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Michigan,18418430,184427,234841,14185348,142040,13141218,167555,6382258,63.9,5825337,74.3,5708301,57.2,5246100,66.9,10312650,7197580,908200,0,446265,5578765,8158317,2001,2097492,3201484,408303,1022,2096742,2740432,407989,937,N/A,63.9,N/A,74.3,54.4,4966581,63.3,6382258,1672275,94.7,1527056,86.5,763221,693004,70260,571,4165889,235974,1043300,6192916,72.1,5573746,64.8,2097434,3067021,408274,1017,13862341,161284,214292,6381910,67.7,5708249,60.6,2097473,3201466,408289,1021,14184969,150577,195516,2485238,43.5,2464506,47,1757123,58.4,1047531,68.6,1107362,1337834,39971,71,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Minnesota,11096570,196761,255889,9283559,164613,8419230,194149,4055527,71.9,3601342,83,3713581,65.8,3322019,76.6,6719070,3885500,492000,0,346686,3417748,5515964,3161,1267424,2124801,320298,1058,1265153,1736071,319780,1015,N/A,71.9,N/A,83,62.7,3145048,72.5,4055527,931325,95,872706,94.8,367380,454790,50249,287,2436961,264777,1205650,3877596,81.2,3580403,74.9,1267394,1991682,320280,1047,8973718,187810,232239,4055251,76.7,3713532,70.2,1267417,2124774,320283,1058,9283247,175553,209844,1795358,48.3,1777334,53.5,1167533,66.6,671341,76.9,742018,1027490,25598,252,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Missouri,10181565,165893,213591,8168326,133090,7576063,158933,3850652,62.7,3523787,73.9,3268195,53.3,3012520,63.2,5980665,3790300,410600,0,240135,2975604,4950279,2308,1126955,1912007,228629,604,1126481,1657216,228370,453,N/A,62.7,N/A,73.9,50.5,2843320,59.6,3850652,997357,93.9,875776,82.5,398881,437230,39504,161,2397124,225710,958683,3749600,71.6,3203647,61.2,1126940,1847508,228603,596,8002083,152836,194464,3850341,66.7,3268158,56.6,1126943,1911998,228613,604,8167991,141576,176477,1133232,34.7,1126404,37.4,819657,48.4,516223,58.9,472974,646120,14091,47,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Northern Mariana Islands,113330,218569,314151,97917,188843,80731,223787,43728,84.3,34611,95,40789,78.7,32871,91.1,85310,24720,3300,0,1248,13611,83058,0,5027,34651,1111,0,5026,26734,1111,0,N/A,84.3,N/A,95,76.9,31940,88.5,43728,3143,83.7,3032,80.8,489,2429,114,0,7978,212520,3018910,39827,94.2,37758,89.3,5027,31620,1111,0,90983,215141,267983,43726,90.9,40789,84.8,5027,34651,1111,0,97915,203557,235604,14558,35.7,14400,43.8,7518,57.1,1925,63.5,3134,11284,140,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mississippi,4798705,161239,210694,3533899,118741,3304411,145085,1678987,56.4,1549161,68,1453118,48.8,1354644,59.5,2652665,1929740,216300,0,87394,1439646,2004559,2300,565412,805867,81065,774,565079,707844,80969,752,N/A,56.4,N/A,68,46.7,1291482,56.7,1678987,436890,89.8,399527,82.1,203904,177841,17412,370,1055807,216935,985982,1652858,65.6,1439266,57.1,565397,792045,81050,774,3493591,138556,190317,1678848,60.1,1453089,52,565404,805857,81054,774,3533743,126536,171832,441361,30.4,439145,32.4,348597,44.1,217625,54.5,210650,224018,6358,335,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Montana,1771895,165787,210892,1457479,136369,1355856,161375,666425,62.4,610765,72.7,579809,54.2,535955,63.8,946255,722040,103600,0,58017,618589,779070,1803,230147,296607,52629,426,230019,252953,52564,419,N/A,62.4,N/A,72.7,50.5,496022,59,666425,192987,93.5,174069,84.3,83569,80414,9882,204,476579,230859,858322,647992,70.6,567582,61.9,230127,284406,52623,426,1426787,155492,193101,666318,66.1,579782,57.5,230131,296601,52624,426,1457336,144631,175849,237756,41,236340,44.1,173121,55.5,112022,64.4,113378,119923,4184,271,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
North Carolina,19284400,183870,235538,15179444,144730,13977640,170722,8156749,77.8,7482623,91.4,5990741,57.1,5492389,67.1,11171040,7216260,897100,0,494100,5689105,8995327,912,2104825,3422751,463029,136,2101752,2928912,461592,133,N/A,77.8,N/A,91.4,53.4,5100532,62.3,8156749,2103075,95,1486511,84.9,714656,718601,53193,61,4129895,235847,1101280,7942091,88.4,5858600,65.2,2104714,3290745,463005,136,14824999,164988,214616,8155834,82.6,5990409,60.6,2104769,3422492,463012,136,15178222,153652,195220,1275454,21.3,1264242,23,891184,30.1,526033,35.4,565593,686805,23044,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
North Dakota,1219960,160087,209654,1026050,134641,950591,163362,477520,62.7,437925,75.3,403337,52.9,372172,64,694280,473980,51700,0,38528,387150,600057,315,141763,226247,35323,4,141556,195438,35174,4,N/A,62.7,N/A,75.3,49.5,346308,59.5,477520,119671,95,101433,84.6,47747,49342,4343,1,287103,239562,1017950,463680,72.8,394098,61.8,141757,217020,35317,4,1000630,157024,191443,477450,67.4,403325,57,141759,226243,35319,4,1025968,144919,172320,151407,37.5,150638,40.5,106625,54.6,66462,65.5,66976,82150,2278,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nebraska,3492130,180527,239460,2900506,149943,2646984,181507,1293501,66.9,1158497,79.4,1165574,60.3,1053366,72.2,2111190,1233440,147500,0,89929,1057775,1747136,5666,403766,675376,84965,1467,403577,563510,84880,1399,N/A,66.9,N/A,79.4,57.4,997595,68.4,1293501,302649,95,282726,90.5,137456,137558,6829,883,796654,254964,1117630,1248184,77.2,1133499,70.1,403732,643365,84943,1459,2822671,174518,215909,1293258,71.7,1165518,64.6,403746,675355,84950,1467,2900200,160807,193628,489754,42,484573,46,327710,59.6,196751,69.6,195990,288591,4894,279,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
New Hampshire,3000510,220673,271673,2430393,178743,2241334,202935,1363378,95,1264678,95,917641,67.5,846690,76.7,1759770,1072640,168100,0,109641,913219,1407458,75,335290,500977,81286,88,335029,430351,81228,82,N/A,95,N/A,95,62.2,774934,70.2,1363378,403016,95,234930,92.5,97204,120636,17052,38,673701,265379,1181940,1331255,95,899678,75.1,335183,483148,81259,88,2380531,198614,250341,1362449,95,917421,70.8,335185,500888,81260,88,2429208,187426,231505,135347,14.7,134085,15.8,90731,18.6,47207,20.1,63648,68523,3166,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
New Jersey,19143875,215531,275705,15226907,171432,13874170,199812,7520346,84.7,6769423,95,6303604,71,5708895,82.2,11336675,6906500,900700,0,536276,5839911,8849629,1091,2226436,3581162,495530,476,2225739,2987512,495191,453,N/A,84.7,N/A,95,66.9,5347673,77,7520346,1568509,95,1328867,90.1,618755,618383,91569,160,3544256,240201,1297420,7284406,95,6152636,80.8,2226373,3430347,495443,473,14845336,194862,251286,7519437,89.9,6303488,75.3,2226404,3581135,495473,476,15225977,181966,228788,2275970,36.1,2249743,39.4,1474355,50.6,792802,59.7,1022416,1205748,47783,23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
New Mexico,3906275,186294,240981,3481228,166023,3176585,195966,1705114,81.3,1523336,94,1396966,66.6,1257821,77.6,2180855,1542120,183300,0,112022,1430535,1931304,7367,537493,753073,104397,2003,537071,614537,104241,1972,N/A,81.3,N/A,94,63,1182272,72.9,1705114,408764,95,344107,91.1,161059,161155,20889,1004,932271,246890,1034480,1648009,92.2,1362123,76.2,537455,718284,104381,2003,3394466,189908,218541,1704933,86.3,1396917,70.7,537477,753049,104388,2003,3481030,176179,197702,561881,40.2,557758,44.3,375901,55.8,217400,63.2,240902,312819,8071,89,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nevada,5216950,169373,218509,4391600,142577,4070616,170496,2165502,70.3,1983249,83.1,1751608,56.9,1621002,67.9,3166090,1799260,251600,0,178187,1532920,2679984,509,582945,1002154,166452,57,582842,871701,166404,55,N/A,70.3,N/A,83.1,52.5,1485852,62.2,2165502,484507,95,403948,81.4,186558,191754,25605,31,1109974,223798,1051860,2122257,80.9,1726889,65.9,582941,977443,166448,57,4322459,164866,198983,2165449,74.8,1751596,60.5,582941,1002149,166449,57,4391535,151716,180232,542929,31,539380,33.3,379918,46,226790,56.1,228077,305347,9505,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
New York State,40386775,207606,261822,34944010,179628,32140140,208360,16552607,85.1,15013734,95,14066003,72.3,12843499,83.3,24319475,14274800,1792500,0,1356679,12806989,20764231,16111,4818085,8033069,1210564,4285,4815485,6814537,1209583,3894,N/A,85.1,N/A,95,67.6,11933977,77.4,16552607,3390699,95,2931605,88.9,1384430,1361159,184390,1626,8028571,243574,1225270,16046410,95,13744475,81.9,4817500,7712406,1210378,4191,34117843,203407,240781,16550945,90.3,14065604,76.7,4817968,8032910,1210459,4267,34941849,190662,220373,4924211,35,4878181,38,3190264,50.4,1763730,60.2,2190075,2649623,84250,263,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ohio,20333655,173954,223175,16231174,138857,15061935,165314,7123703,60.9,6504662,71.4,6501938,55.6,5986532,65.7,11725635,7662720,945300,0,598451,6235040,9378719,18964,2322133,3641095,533705,5005,2321539,3126639,533459,4895,N/A,60.9,N/A,71.4,52.5,5623820,61.7,7123703,1869921,91.4,1764580,86.2,797495,874278,90357,2450,4838709,236459,993669,6916538,69.2,6353128,63.5,2322115,3492316,533693,5004,15871331,158702,203322,7123490,64.8,6501909,59.1,2322126,3641079,533699,5005,16230948,147577,184880,2848629,43.8,2823933,47.2,2001306,58.4,1201987,68.1,1242754,1555830,49584,461,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
