State,Date,Death,Dates
Wisconsin,11/14/21,0,2021-11-14
Wyoming,11/14/21,0,2021-11-14
Alabama,11/15/21,0,2021-11-15
Alaska,11/15/21,2,2021-11-15
American Samoa,11/15/21,0,2021-11-15
Arizona,11/15/21,0,2021-11-15
Arkansas,11/15/21,12,2021-11-15
California,11/15/21,122,2021-11-15
Colorado,11/15/21,81,2021-11-15
Connecticut,11/15/21,17,2021-11-15
Delaware,11/15/21,0,2021-11-15
Diamond Princess,11/15/21,0,2021-11-15
District of Columbia,11/15/21,1,2021-11-15
Florida,11/15/21,147,2021-11-15
Georgia,11/15/21,10,2021-11-15
Grand Princess,11/15/21,0,2021-11-15
Guam,11/15/21,0,2021-11-15
Hawaii,11/15/21,0,2021-11-15
Idaho,11/15/21,7,2021-11-15
Illinois,11/15/21,40,2021-11-15
Indiana,11/15/21,17,2021-11-15
Iowa,11/15/21,0,2021-11-15
Kansas,11/15/21,4,2021-11-15
Kentucky,11/15/21,66,2021-11-15
Louisiana,11/15/21,14,2021-11-15
Maine,11/15/21,0,2021-11-15
Maryland,11/15/21,7,2021-11-15
Massachusetts,11/15/21,30,2021-11-15
Michigan,11/15/21,100,2021-11-15
Minnesota,11/15/21,0,2021-11-15
Mississippi,11/15/21,16,2021-11-15
Missouri,11/15/21,0,2021-11-15
Montana,11/15/21,11,2021-11-15
Nebraska,11/15/21,0,2021-11-15
Nevada,11/15/21,36,2021-11-15
New Hampshire,11/15/21,8,2021-11-15
New Jersey,11/15/21,5,2021-11-15
New Mexico,11/15/21,22,2021-11-15
New York,11/15/21,32,2021-11-15
North Carolina,11/15/21,26,2021-11-15
North Dakota,11/15/21,0,2021-11-15
Northern Mariana Islands,11/15/21,0,2021-11-15
Ohio,11/15/21,53,2021-11-15
Oklahoma,11/15/21,42,2021-11-15
Oregon,11/15/21,53,2021-11-15
Pennsylvania,11/15/21,16,2021-11-15
Puerto Rico,11/15/21,0,2021-11-15
Rhode Island,11/15/21,6,2021-11-15
South Carolina,11/15/21,50,2021-11-15
South Dakota,11/15/21,8,2021-11-15
Tennessee,11/15/21,15,2021-11-15
Texas,11/15/21,49,2021-11-15
Utah,11/15/21,26,2021-11-15
Vermont,11/15/21,1,2021-11-15
Virgin Islands,11/15/21,0,2021-11-15
Virginia,11/15/21,71,2021-11-15
Washington,11/15/21,56,2021-11-15
West Virginia,11/15/21,26,2021-11-15
Wisconsin,11/15/21,27,2021-11-15
Wyoming,11/15/21,0,2021-11-15
Alabama,11/16/21,18,2021-11-16
Alaska,11/16/21,7,2021-11-16
American Samoa,11/16/21,0,2021-11-16
Arizona,11/16/21,83,2021-11-16
Arkansas,11/16/21,13,2021-11-16
California,11/16/21,66,2021-11-16
Colorado,11/16/21,56,2021-11-16
Connecticut,11/16/21,0,2021-11-16
Delaware,11/16/21,2,2021-11-16
Diamond Princess,11/16/21,0,2021-11-16
District of Columbia,11/16/21,0,2021-11-16
Florida,11/16/21,1,2021-11-16
Georgia,11/16/21,30,2021-11-16
Grand Princess,11/16/21,0,2021-11-16
Guam,11/16/21,2,2021-11-16
Hawaii,11/16/21,0,2021-11-16
Idaho,11/16/21,33,2021-11-16
Illinois,11/16/21,20,2021-11-16
Indiana,11/16/21,42,2021-11-16
Iowa,11/16/21,0,2021-11-16
Kansas,11/16/21,0,2021-11-16
Kentucky,11/16/21,38,2021-11-16
Louisiana,11/16/21,9,2021-11-16
Maine,11/16/21,13,2021-11-16
Maryland,11/16/21,7,2021-11-16
Massachusetts,11/16/21,25,2021-11-16
Michigan,11/16/21,0,2021-11-16
Minnesota,11/16/21,51,2021-11-16
Mississippi,11/16/21,12,2021-11-16
Missouri,11/16/21,62,2021-11-16
Montana,11/16/21,23,2021-11-16
Nebraska,11/16/21,22,2021-11-16
Nevada,11/16/21,28,2021-11-16
New Hampshire,11/16/21,9,2021-11-16
New Jersey,11/16/21,23,2021-11-16
New Mexico,11/16/21,12,2021-11-16
New York,11/16/21,44,2021-11-16
North Carolina,11/16/21,25,2021-11-16
North Dakota,11/16/21,8,2021-11-16
Northern Mariana Islands,11/16/21,0,2021-11-16
Ohio,11/16/21,57,2021-11-16
Oklahoma,11/16/21,15,2021-11-16
Oregon,11/16/21,52,2021-11-16
Pennsylvania,11/16/21,72,2021-11-16
Puerto Rico,11/16/21,1,2021-11-16
Rhode Island,11/16/21,5,2021-11-16
South Carolina,11/16/21,9,2021-11-16
South Dakota,11/16/21,5,2021-11-16
Tennessee,11/16/21,57,2021-11-16
Texas,11/16/21,71,2021-11-16
Utah,11/16/21,13,2021-11-16
Vermont,11/16/21,1,2021-11-16
Virgin Islands,11/16/21,0,2021-11-16
Virginia,11/16/21,30,2021-11-16
Washington,11/16/21,39,2021-11-16
West Virginia,11/16/21,40,2021-11-16
Wisconsin,11/16/21,35,2021-11-16
Wyoming,11/16/21,49,2021-11-16
Alabama,11/17/21,26,2021-11-17
Alaska,11/17/21,2,2021-11-17
American Samoa,11/17/21,0,2021-11-17
Arizona,11/17/21,16,2021-11-17
Arkansas,11/17/21,3,2021-11-17
California,11/17/21,106,2021-11-17
Colorado,11/17/21,26,2021-11-17
Connecticut,11/17/21,8,2021-11-17
Delaware,11/17/21,0,2021-11-17
Diamond Princess,11/17/21,0,2021-11-17
District of Columbia,11/17/21,0,2021-11-17
Florida,11/17/21,0,2021-11-17
Georgia,11/17/21,126,2021-11-17
Grand Princess,11/17/21,0,2021-11-17
Guam,11/17/21,0,2021-11-17
Hawaii,11/17/21,8,2021-11-17
Idaho,11/17/21,16,2021-11-17
Illinois,11/17/21,23,2021-11-17
Indiana,11/17/21,44,2021-11-17
Iowa,11/17/21,102,2021-11-17
Kansas,11/17/21,20,2021-11-17
Kentucky,11/17/21,36,2021-11-17
Louisiana,11/17/21,16,2021-11-17
Maine,11/17/21,0,2021-11-17
Maryland,11/17/21,11,2021-11-17
Massachusetts,11/17/21,21,2021-11-17
Michigan,11/17/21,276,2021-11-17
Minnesota,11/17/21,46,2021-11-17
Mississippi,11/17/21,2,2021-11-17
Missouri,11/17/21,6,2021-11-17
Montana,11/17/21,10,2021-11-17
Nebraska,11/17/21,15,2021-11-17
Nevada,11/17/21,11,2021-11-17
New Hampshire,11/17/21,9,2021-11-17
New Jersey,11/17/21,20,2021-11-17
New Mexico,11/17/21,12,2021-11-17
New York,11/17/21,33,2021-11-17
North Carolina,11/17/21,52,2021-11-17
North Dakota,11/17/21,8,2021-11-17
Northern Mariana Islands,11/17/21,0,2021-11-17
Ohio,11/17/21,57,2021-11-17
Oklahoma,11/17/21,18,2021-11-17
Oregon,11/17/21,18,2021-11-17
Pennsylvania,11/17/21,150,2021-11-17
Puerto Rico,11/17/21,1,2021-11-17
Rhode Island,11/17/21,1,2021-11-17
South Carolina,11/17/21,22,2021-11-17
South Dakota,11/17/21,3,2021-11-17
Tennessee,11/17/21,49,2021-11-17
Texas,11/17/21,129,2021-11-17
Utah,11/17/21,12,2021-11-17
Vermont,11/17/21,3,2021-11-17
Virgin Islands,11/17/21,0,2021-11-17
Virginia,11/17/21,21,2021-11-17
Washington,11/17/21,27,2021-11-17
West Virginia,11/17/21,22,2021-11-17
Wisconsin,11/17/21,36,2021-11-17
Wyoming,11/17/21,0,2021-11-17
Alabama,11/18/21,18,2021-11-18
Alaska,11/18/21,0,2021-11-18
American Samoa,11/18/21,0,2021-11-18
Arizona,11/18/21,56,2021-11-18
Arkansas,11/18/21,4,2021-11-18
California,11/18/21,147,2021-11-18
Colorado,11/18/21,51,2021-11-18
Connecticut,11/18/21,0,2021-11-18
Delaware,11/18/21,11,2021-11-18
Diamond Princess,11/18/21,0,2021-11-18
District of Columbia,11/18/21,1,2021-11-18
Florida,11/18/21,0,2021-11-18
Georgia,11/18/21,67,2021-11-18
Grand Princess,11/18/21,0,2021-11-18
Guam,11/18/21,2,2021-11-18
Hawaii,11/18/21,7,2021-11-18
Idaho,11/18/21,25,2021-11-18
Illinois,11/18/21,30,2021-11-18
Indiana,11/18/21,29,2021-11-18
Iowa,11/18/21,0,2021-11-18
Kansas,11/18/21,2,2021-11-18
Kentucky,11/18/21,40,2021-11-18
Louisiana,11/18/21,11,2021-11-18
Maine,11/18/21,11,2021-11-18
Maryland,11/18/21,10,2021-11-18
Massachusetts,11/18/21,9,2021-11-18
Michigan,11/18/21,0,2021-11-18
Minnesota,11/18/21,32,2021-11-18
Mississippi,11/18/21,5,2021-11-18
Missouri,11/18/21,76,2021-11-18
Montana,11/18/21,17,2021-11-18
Nebraska,11/18/21,7,2021-11-18
Nevada,11/18/21,16,2021-11-18
New Hampshire,11/18/21,8,2021-11-18
New Jersey,11/18/21,10,2021-11-18
New Mexico,11/18/21,23,2021-11-18
New York,11/18/21,44,2021-11-18
North Carolina,11/18/21,48,2021-11-18
North Dakota,11/18/21,8,2021-11-18
Northern Mariana Islands,11/18/21,0,2021-11-18
Ohio,11/18/21,60,2021-11-18
Oklahoma,11/18/21,49,2021-11-18
Oregon,11/18/21,13,2021-11-18
Pennsylvania,11/18/21,96,2021-11-18
Puerto Rico,11/18/21,0,2021-11-18
Rhode Island,11/18/21,1,2021-11-18
South Carolina,11/18/21,14,2021-11-18
South Dakota,11/18/21,6,2021-11-18
Tennessee,11/18/21,6,2021-11-18
Texas,11/18/21,138,2021-11-18
Utah,11/18/21,13,2021-11-18
Vermont,11/18/21,3,2021-11-18
Virgin Islands,11/18/21,0,2021-11-18
Virginia,11/18/21,26,2021-11-18
Washington,11/18/21,30,2021-11-18
West Virginia,11/18/21,19,2021-11-18
Wisconsin,11/18/21,23,2021-11-18
Wyoming,11/18/21,0,2021-11-18
Alabama,11/19/21,20,2021-11-19
Alaska,11/19/21,20,2021-11-19
American Samoa,11/19/21,0,2021-11-19
Arizona,11/19/21,78,2021-11-19
Arkansas,11/19/21,9,2021-11-19
California,11/19/21,142,2021-11-19
Colorado,11/19/21,44,2021-11-19
Connecticut,11/19/21,16,2021-11-19
Delaware,11/19/21,0,2021-11-19
Diamond Princess,11/19/21,0,2021-11-19
District of Columbia,11/19/21,0,2021-11-19
Florida,11/19/21,235,2021-11-19
Georgia,11/19/21,68,2021-11-19
Grand Princess,11/19/21,0,2021-11-19
Guam,11/19/21,0,2021-11-19
Hawaii,11/19/21,6,2021-11-19
Idaho,11/19/21,19,2021-11-19
Illinois,11/19/21,37,2021-11-19
Indiana,11/19/21,27,2021-11-19
Iowa,11/19/21,0,2021-11-19
Kansas,11/19/21,3,2021-11-19
Kentucky,11/19/21,212,2021-11-19
Louisiana,11/19/21,14,2021-11-19
Maine,11/19/21,14,2021-11-19
Maryland,11/19/21,6,2021-11-19
Massachusetts,11/19/21,24,2021-11-19
Michigan,11/19/21,157,2021-11-19
Minnesota,11/19/21,30,2021-11-19
Mississippi,11/19/21,7,2021-11-19
Missouri,11/19/21,11,2021-11-19
Montana,11/19/21,7,2021-11-19
Nebraska,11/19/21,6,2021-11-19
Nevada,11/19/21,19,2021-11-19
New Hampshire,11/19/21,6,2021-11-19
New Jersey,11/19/21,13,2021-11-19
New Mexico,11/19/21,25,2021-11-19
New York,11/19/21,44,2021-11-19
North Carolina,11/19/21,35,2021-11-19
North Dakota,11/19/21,12,2021-11-19
Northern Mariana Islands,11/19/21,0,2021-11-19
Ohio,11/19/21,56,2021-11-19
Oklahoma,11/19/21,15,2021-11-19
Oregon,11/19/21,28,2021-11-19
Pennsylvania,11/19/21,96,2021-11-19
Puerto Rico,11/19/21,1,2021-11-19
Rhode Island,11/19/21,3,2021-11-19
South Carolina,11/19/21,18,2021-11-19
South Dakota,11/19/21,2,2021-11-19
Tennessee,11/19/21,33,2021-11-19
Texas,11/19/21,100,2021-11-19
Utah,11/19/21,17,2021-11-19
Vermont,11/19/21,0,2021-11-19
Virgin Islands,11/19/21,1,2021-11-19
Virginia,11/19/21,23,2021-11-19
Washington,11/19/21,24,2021-11-19
West Virginia,11/19/21,9,2021-11-19
Wisconsin,11/19/21,16,2021-11-19
Wyoming,11/19/21,0,2021-11-19
Alabama,11/20/21,10,2021-11-20
Alaska,11/20/21,0,2021-11-20
American Samoa,11/20/21,0,2021-11-20
Arizona,11/20/21,53,2021-11-20
Arkansas,11/20/21,4,2021-11-20
California,11/20/21,26,2021-11-20
Colorado,11/20/21,0,2021-11-20
Connecticut,11/20/21,0,2021-11-20
Delaware,11/20/21,5,2021-11-20
Diamond Princess,11/20/21,0,2021-11-20
District of Columbia,11/20/21,0,2021-11-20
Florida,11/20/21,0,2021-11-20
Georgia,11/20/21,0,2021-11-20
Grand Princess,11/20/21,0,2021-11-20
Guam,11/20/21,0,2021-11-20
Hawaii,11/20/21,4,2021-11-20
Idaho,11/20/21,1,2021-11-20
Illinois,11/20/21,0,2021-11-20
Indiana,11/20/21,0,2021-11-20
Iowa,11/20/21,0,2021-11-20
Kansas,11/20/21,0,2021-11-20
Kentucky,11/20/21,0,2021-11-20
Louisiana,11/20/21,0,2021-11-20
Maine,11/20/21,3,2021-11-20
Maryland,11/20/21,9,2021-11-20
Massachusetts,11/20/21,0,2021-11-20
Michigan,11/20/21,0,2021-11-20
Minnesota,11/20/21,0,2021-11-20
Mississippi,11/20/21,0,2021-11-20
Missouri,11/20/21,6,2021-11-20
Montana,11/20/21,0,2021-11-20
Nebraska,11/20/21,10,2021-11-20
Nevada,11/20/21,0,2021-11-20
New Hampshire,11/20/21,0,2021-11-20
New Jersey,11/20/21,7,2021-11-20
New Mexico,11/20/21,0,2021-11-20
New York,11/20/21,17,2021-11-20
North Carolina,11/20/21,0,2021-11-20
North Dakota,11/20/21,2,2021-11-20
Northern Mariana Islands,11/20/21,0,2021-11-20
Ohio,11/20/21,70,2021-11-20
Oklahoma,11/20/21,0,2021-11-20
Oregon,11/20/21,0,2021-11-20
Pennsylvania,11/20/21,86,2021-11-20
Puerto Rico,11/20/21,1,2021-11-20
Rhode Island,11/20/21,0,2021-11-20
South Carolina,11/20/21,0,2021-11-20
South Dakota,11/20/21,0,2021-11-20
Tennessee,11/20/21,0,2021-11-20
Texas,11/20/21,75,2021-11-20
Utah,11/20/21,0,2021-11-20
Vermont,11/20/21,3,2021-11-20
Virgin Islands,11/20/21,0,2021-11-20
Virginia,11/20/21,0,2021-11-20
Washington,11/20/21,0,2021-11-20
West Virginia,11/20/21,0,2021-11-20
Wisconsin,11/20/21,0,2021-11-20
Wyoming,11/20/21,0,2021-11-20
Alabama,11/21/21,0,2021-11-21
Alaska,11/21/21,0,2021-11-21
American Samoa,11/21/21,0,2021-11-21
Arizona,11/21/21,1,2021-11-21
Arkansas,11/21/21,3,2021-11-21
California,11/21/21,11,2021-11-21
Colorado,11/21/21,0,2021-11-21
Connecticut,11/21/21,0,2021-11-21
Delaware,11/21/21,0,2021-11-21
Diamond Princess,11/21/21,0,2021-11-21
District of Columbia,11/21/21,0,2021-11-21
Florida,11/21/21,0,2021-11-21
Georgia,11/21/21,0,2021-11-21
Grand Princess,11/21/21,0,2021-11-21
Guam,11/21/21,0,2021-11-21
Hawaii,11/21/21,0,2021-11-21
Idaho,11/21/21,0,2021-11-21
Illinois,11/21/21,0,2021-11-21
Indiana,11/21/21,0,2021-11-21
Iowa,11/21/21,0,2021-11-21
Kansas,11/21/21,0,2021-11-21
Kentucky,11/21/21,0,2021-11-21
Louisiana,11/21/21,0,2021-11-21
Maine,11/21/21,1,2021-11-21
Maryland,11/21/21,10,2021-11-21
Massachusetts,11/21/21,0,2021-11-21
Michigan,11/21/21,0,2021-11-21
Minnesota,11/21/21,0,2021-11-21
Mississippi,11/21/21,0,2021-11-21
Missouri,11/21/21,2,2021-11-21
Montana,11/21/21,0,2021-11-21
Nebraska,11/21/21,0,2021-11-21
Nevada,11/21/21,0,2021-11-21
New Hampshire,11/21/21,0,2021-11-21
New Jersey,11/21/21,4,2021-11-21
New Mexico,11/21/21,0,2021-11-21
New York,11/21/21,32,2021-11-21
North Carolina,11/21/21,0,2021-11-21
North Dakota,11/21/21,0,2021-11-21
Northern Mariana Islands,11/21/21,0,2021-11-21
Ohio,11/21/21,74,2021-11-21
Oklahoma,11/21/21,0,2021-11-21
Oregon,11/21/21,0,2021-11-21
Pennsylvania,11/21/21,13,2021-11-21
Puerto Rico,11/21/21,1,2021-11-21
Rhode Island,11/21/21,0,2021-11-21
South Carolina,11/21/21,0,2021-11-21
South Dakota,11/21/21,0,2021-11-21
Tennessee,11/21/21,0,2021-11-21
Texas,11/21/21,27,2021-11-21
Utah,11/21/21,0,2021-11-21
Vermont,11/21/21,0,2021-11-21
Virgin Islands,11/21/21,0,2021-11-21
Virginia,11/21/21,0,2021-11-21
Washington,11/21/21,0,2021-11-21
West Virginia,11/21/21,0,2021-11-21
Wisconsin,11/21/21,0,2021-11-21
Wyoming,11/21/21,0,2021-11-21
Alabama,11/22/21,0,2021-11-22
Alaska,11/22/21,0,2021-11-22
American Samoa,11/22/21,0,2021-11-22
Arizona,11/22/21,2,2021-11-22
Arkansas,11/22/21,5,2021-11-22
California,11/22/21,125,2021-11-22
Colorado,11/22/21,73,2021-11-22
Connecticut,11/22/21,3,2021-11-22
Delaware,11/22/21,0,2021-11-22
Diamond Princess,11/22/21,0,2021-11-22
District of Columbia,11/22/21,0,2021-11-22
Florida,11/22/21,66,2021-11-22
Georgia,11/22/21,74,2021-11-22
Grand Princess,11/22/21,0,2021-11-22
Guam,11/22/21,1,2021-11-22
Hawaii,11/22/21,0,2021-11-22
Idaho,11/22/21,16,2021-11-22
Illinois,11/22/21,50,2021-11-22
Indiana,11/22/21,69,2021-11-22
Iowa,11/22/21,0,2021-11-22
Kansas,11/22/21,9,2021-11-22
Kentucky,11/22/21,101,2021-11-22
Louisiana,11/22/21,5,2021-11-22
Maine,11/22/21,0,2021-11-22
Maryland,11/22/21,8,2021-11-22
Massachusetts,11/22/21,16,2021-11-22
Michigan,11/22/21,87,2021-11-22
Minnesota,11/22/21,37,2021-11-22
Mississippi,11/22/21,11,2021-11-22
Missouri,11/22/21,71,2021-11-22
Montana,11/22/21,20,2021-11-22
Nebraska,11/22/21,0,2021-11-22
Nevada,11/22/21,12,2021-11-22
New Hampshire,11/22/21,10,2021-11-22
New Jersey,11/22/21,11,2021-11-22
New Mexico,11/22/21,14,2021-11-22
New York,11/22/21,25,2021-11-22
North Carolina,11/22/21,33,2021-11-22
North Dakota,11/22/21,0,2021-11-22
Northern Mariana Islands,11/22/21,0,2021-11-22
Ohio,11/22/21,57,2021-11-22
Oklahoma,11/22/21,35,2021-11-22
Oregon,11/22/21,103,2021-11-22
Pennsylvania,11/22/21,7,2021-11-22
Puerto Rico,11/22/21,1,2021-11-22
Rhode Island,11/22/21,7,2021-11-22
South Carolina,11/22/21,32,2021-11-22
South Dakota,11/22/21,4,2021-11-22
Tennessee,11/22/21,33,2021-11-22
Texas,11/22/21,46,2021-11-22
Utah,11/22/21,14,2021-11-22
Vermont,11/22/21,1,2021-11-22
Virgin Islands,11/22/21,0,2021-11-22
Virginia,11/22/21,56,2021-11-22
Washington,11/22/21,29,2021-11-22
West Virginia,11/22/21,31,2021-11-22
Wisconsin,11/22/21,15,2021-11-22
Wyoming,11/22/21,0,2021-11-22
Alabama,11/23/21,13,2021-11-23
Alaska,11/23/21,2,2021-11-23
American Samoa,11/23/21,0,2021-11-23
Arizona,11/23/21,120,2021-11-23
Arkansas,11/23/21,7,2021-11-23
California,11/23/21,83,2021-11-23
Colorado,11/23/21,61,2021-11-23
Connecticut,11/23/21,0,2021-11-23
Delaware,11/23/21,3,2021-11-23
Diamond Princess,11/23/21,0,2021-11-23
District of Columbia,11/23/21,0,2021-11-23
Florida,11/23/21,0,2021-11-23
Georgia,11/23/21,62,2021-11-23
Grand Princess,11/23/21,0,2021-11-23
Guam,11/23/21,0,2021-11-23
Hawaii,11/23/21,0,2021-11-23
Idaho,11/23/21,21,2021-11-23
Illinois,11/23/21,17,2021-11-23
Indiana,11/23/21,53,2021-11-23
Iowa,11/23/21,0,2021-11-23
Kansas,11/23/21,0,2021-11-23
Kentucky,11/23/21,53,2021-11-23
Louisiana,11/23/21,14,2021-11-23
Maine,11/23/21,28,2021-11-23
Maryland,11/23/21,16,2021-11-23
Massachusetts,11/23/21,25,2021-11-23
Michigan,11/23/21,0,2021-11-23
Minnesota,11/23/21,37,2021-11-23
Mississippi,11/23/21,13,2021-11-23
Missouri,11/23/21,73,2021-11-23
Montana,11/23/21,38,2021-11-23
Nebraska,11/23/21,4,2021-11-23
Nevada,11/23/21,23,2021-11-23
New Hampshire,11/23/21,6,2021-11-23
New Jersey,11/23/21,30,2021-11-23
New Mexico,11/23/21,12,2021-11-23
New York,11/23/21,35,2021-11-23
North Carolina,11/23/21,12,2021-11-23
North Dakota,11/23/21,10,2021-11-23
Northern Mariana Islands,11/23/21,0,2021-11-23
Ohio,11/23/21,61,2021-11-23
Oklahoma,11/23/21,7,2021-11-23
Oregon,11/23/21,49,2021-11-23
Pennsylvania,11/23/21,72,2021-11-23
Puerto Rico,11/23/21,1,2021-11-23
Rhode Island,11/23/21,0,2021-11-23
South Carolina,11/23/21,7,2021-11-23
South Dakota,11/23/21,9,2021-11-23
Tennessee,11/23/21,55,2021-11-23
Texas,11/23/21,94,2021-11-23
Utah,11/23/21,15,2021-11-23
Vermont,11/23/21,1,2021-11-23
Virgin Islands,11/23/21,0,2021-11-23
Virginia,11/23/21,25,2021-11-23
Washington,11/23/21,38,2021-11-23
West Virginia,11/23/21,13,2021-11-23
Wisconsin,11/23/21,42,2021-11-23
Wyoming,11/23/21,0,2021-11-23
Alabama,11/24/21,16,2021-11-24
Alaska,11/24/21,6,2021-11-24
American Samoa,11/24/21,0,2021-11-24
Arizona,11/24/21,36,2021-11-24
Arkansas,11/24/21,16,2021-11-24
California,11/24/21,154,2021-11-24
Colorado,11/24/21,52,2021-11-24
Connecticut,11/24/21,12,2021-11-24
Delaware,11/24/21,2,2021-11-24
Diamond Princess,11/24/21,0,2021-11-24
District of Columbia,11/24/21,0,2021-11-24
Florida,11/24/21,0,2021-11-24
Georgia,11/24/21,60,2021-11-24
Grand Princess,11/24/21,0,2021-11-24
Guam,11/24/21,0,2021-11-24
Hawaii,11/24/21,6,2021-11-24
Idaho,11/24/21,8,2021-11-24
Illinois,11/24/21,19,2021-11-24
Indiana,11/24/21,17,2021-11-24
Iowa,11/24/21,86,2021-11-24
Kansas,11/24/21,28,2021-11-24
Kentucky,11/24/21,35,2021-11-24
Louisiana,11/24/21,9,2021-11-24
Maine,11/24/21,3,2021-11-24
Maryland,11/24/21,3,2021-11-24
Massachusetts,11/24/21,20,2021-11-24
Michigan,11/24/21,316,2021-11-24
Minnesota,11/24/21,53,2021-11-24
Mississippi,11/24/21,9,2021-11-24
Missouri,11/24/21,15,2021-11-24
Montana,11/24/21,7,2021-11-24
Nebraska,11/24/21,20,2021-11-24
Nevada,11/24/21,19,2021-11-24
New Hampshire,11/24/21,5,2021-11-24
New Jersey,11/24/21,12,2021-11-24
New Mexico,11/24/21,21,2021-11-24
New York,11/24/21,48,2021-11-24
North Carolina,11/24/21,34,2021-11-24
North Dakota,11/24/21,6,2021-11-24
Northern Mariana Islands,11/24/21,0,2021-11-24
Ohio,11/24/21,74,2021-11-24
Oklahoma,11/24/21,33,2021-11-24
Oregon,11/24/21,50,2021-11-24
Pennsylvania,11/24/21,98,2021-11-24
Puerto Rico,11/24/21,2,2021-11-24
Rhode Island,11/24/21,2,2021-11-24
South Carolina,11/24/21,19,2021-11-24
South Dakota,11/24/21,2,2021-11-24
Tennessee,11/24/21,51,2021-11-24
Texas,11/24/21,87,2021-11-24
Utah,11/24/21,13,2021-11-24
Vermont,11/24/21,0,2021-11-24
Virgin Islands,11/24/21,0,2021-11-24
Virginia,11/24/21,24,2021-11-24
Washington,11/24/21,31,2021-11-24
West Virginia,11/24/21,47,2021-11-24
Wisconsin,11/24/21,49,2021-11-24
Wyoming,11/24/21,0,2021-11-24
Alabama,11/25/21,13,2021-11-25
Alaska,11/25/21,0,2021-11-25
American Samoa,11/25/21,0,2021-11-25
Arizona,11/25/21,75,2021-11-25
Arkansas,11/25/21,9,2021-11-25
California,11/25/21,5,2021-11-25
Colorado,11/25/21,17,2021-11-25
Connecticut,11/25/21,0,2021-11-25
Delaware,11/25/21,9,2021-11-25
Diamond Princess,11/25/21,0,2021-11-25
District of Columbia,11/25/21,0,2021-11-25
Florida,11/25/21,0,2021-11-25
Georgia,11/25/21,0,2021-11-25
Grand Princess,11/25/21,0,2021-11-25
Guam,11/25/21,0,2021-11-25
Hawaii,11/25/21,6,2021-11-25
Idaho,11/25/21,0,2021-11-25
Illinois,11/25/21,0,2021-11-25
Indiana,11/25/21,0,2021-11-25
Iowa,11/25/21,0,2021-11-25
Kansas,11/25/21,3,2021-11-25
Kentucky,11/25/21,0,2021-11-25
Louisiana,11/25/21,0,2021-11-25
Maine,11/25/21,0,2021-11-25
Maryland,11/25/21,0,2021-11-25
Massachusetts,11/25/21,0,2021-11-25
Michigan,11/25/21,0,2021-11-25
Minnesota,11/25/21,0,2021-11-25
Mississippi,11/25/21,0,2021-11-25
Missouri,11/25/21,0,2021-11-25
Montana,11/25/21,0,2021-11-25
Nebraska,11/25/21,0,2021-11-25
Nevada,11/25/21,0,2021-11-25
New Hampshire,11/25/21,0,2021-11-25
New Jersey,11/25/21,16,2021-11-25
New Mexico,11/25/21,0,2021-11-25
New York,11/25/21,24,2021-11-25
North Carolina,11/25/21,0,2021-11-25
North Dakota,11/25/21,7,2021-11-25
Northern Mariana Islands,11/25/21,0,2021-11-25
Ohio,11/25/21,64,2021-11-25
Oklahoma,11/25/21,0,2021-11-25
Oregon,11/25/21,0,2021-11-25
Pennsylvania,11/25/21,146,2021-11-25
Puerto Rico,11/25/21,0,2021-11-25
Rhode Island,11/25/21,0,2021-11-25
South Carolina,11/25/21,1,2021-11-25
South Dakota,11/25/21,0,2021-11-25
Tennessee,11/25/21,0,2021-11-25
Texas,11/25/21,0,2021-11-25
Utah,11/25/21,0,2021-11-25
Vermont,11/25/21,0,2021-11-25
Virgin Islands,11/25/21,0,2021-11-25
Virginia,11/25/21,19,2021-11-25
Washington,11/25/21,0,2021-11-25
West Virginia,11/25/21,0,2021-11-25
Wisconsin,11/25/21,18,2021-11-25
Wyoming,11/25/21,0,2021-11-25
Alabama,11/26/21,0,2021-11-26
Alaska,11/26/21,7,2021-11-26
American Samoa,11/26/21,0,2021-11-26
Arizona,11/26/21,4,2021-11-26
Arkansas,11/26/21,0,2021-11-26
California,11/26/21,31,2021-11-26
Colorado,11/26/21,19,2021-11-26
Connecticut,11/26/21,0,2021-11-26
Delaware,11/26/21,0,2021-11-26
Diamond Princess,11/26/21,0,2021-11-26
District of Columbia,11/26/21,0,2021-11-26
Florida,11/26/21,0,2021-11-26
Georgia,11/26/21,0,2021-11-26
Grand Princess,11/26/21,0,2021-11-26
Guam,11/26/21,0,2021-11-26
Hawaii,11/26/21,1,2021-11-26
Idaho,11/26/21,0,2021-11-26
Illinois,11/26/21,0,2021-11-26
Indiana,11/26/21,0,2021-11-26
Iowa,11/26/21,0,2021-11-26
Kansas,11/26/21,0,2021-11-26
Kentucky,11/26/21,0,2021-11-26
Louisiana,11/26/21,0,2021-11-26
Maine,11/26/21,0,2021-11-26
Maryland,11/26/21,0,2021-11-26
Massachusetts,11/26/21,22,2021-11-26
Michigan,11/26/21,0,2021-11-26
Minnesota,11/26/21,56,2021-11-26
Mississippi,11/26/21,0,2021-11-26
Missouri,11/26/21,0,2021-11-26
Montana,11/26/21,19,2021-11-26
Nebraska,11/26/21,0,2021-11-26
Nevada,11/26/21,0,2021-11-26
New Hampshire,11/26/21,0,2021-11-26
New Jersey,11/26/21,3,2021-11-26
New Mexico,11/26/21,0,2021-11-26
New York,11/26/21,21,2021-11-26
